Date,T(off-chip),L(lux),T2(on-board),H(rel%),T3(hum-sensor),P(Pa),M(5sec)
2021-04-29 09:00:01.233171,11,455,16,57,17,100000,0
2021-04-29 09:15:01.431164,11,489,16,60,17,99992,0
2021-04-29 09:30:01.700141,13,748,14,67,14,99985,1
2021-04-29 09:45:01.904467,10,670,15,62,16,100003,0
2021-04-29 10:00:02.119969,11,340,15,67,16,99996,1
2021-04-29 10:15:01.320946,10,277,14,71,15,99990,1
2021-04-29 10:30:01.586889,11,561,14,70,15,99967,0
2021-04-29 10:45:01.793804,11,271,16,65,17,99982,1
2021-04-29 11:00:02.004187,11,498,15,69,16,99971,0
2021-04-29 11:15:01.216830,12,1322,18,57,19,99982,0
2021-04-29 11:30:01.477088,14,,19,55,20,99971,0
2021-04-29 11:45:01.686120,13,824,19,54,20,99939,0
2021-04-29 12:00:01.896770,13,1202,19,53,20,99940,1
2021-04-29 12:15:02.100489,13,1205,21,50,21,99943,0
2021-04-29 12:30:01.348900,15,625,21,51,22,99937,0
2021-04-29 12:45:01.549048,14,769,20,53,21,99940,0
2021-04-29 13:00:01.762063,15,756,19,56,20,99954,0
2021-04-29 13:15:01.962153,15,1633,19,54,20,99970,0
2021-04-29 13:30:01.209750,16,792,18,55,19,99958,1
2021-04-29 13:45:01.415979,16,1536,19,48,20,99973,0
2021-04-29 14:00:01.619367,16,986,18,51,19,100007,0
2021-04-29 14:15:01.826420,16,1100,19,48,20,99992,0
2021-04-29 14:30:02.087844,17,1422,20,43,21,99988,1
2021-04-29 14:45:01.297788,17,1525,20,43,21,99986,1
2021-04-29 15:00:01.511022,17,1433,21,42,21,99981,1
2021-04-29 15:15:01.721065,17,1061,20,42,21,99975,0
2021-04-29 15:30:01.986639,17,1013,19,44,20,99981,0
2021-04-29 15:45:01.185471,17,1105,19,43,20,99969,0
2021-04-29 16:00:01.381659,17,1341,21,39,21,99964,0
2021-04-29 16:15:01.586453,18,1316,22,37,23,99949,0
2021-04-29 16:30:01.847814,18,866,21,39,22,99927,1
2021-04-29 16:45:02.047807,16,1050,22,37,23,99919,0
2021-04-29 17:00:01.253846,18,1058,23,34,24,99899,0
2021-04-29 17:15:01.455451,18,174,22,36,23,99825,0
2021-04-29 17:30:01.712923,20,15,20,55,22,100002,0
2021-04-29 17:45:01.918452,19,44,24,42,26,100009,0
2021-04-29 18:00:02.132474,18,53,25,37,27,100049,1
2021-04-29 18:15:01.337971,18,76,26,38,27,100046,0
2021-04-29 20:15:01.598787,16,84,18,50,18,100113,1
2021-04-29 20:30:01.858171,13,27,17,52,18,100136,0
2021-04-29 20:45:02.073075,13,2,17,52,18,100141,0
2021-04-29 21:00:01.278360,14,0,17,52,18,100166,0
2021-04-29 21:15:01.478403,13,,17,51,18,100153,0
2021-04-29 21:30:01.744134,13,,16,54,17,100161,0
2021-04-29 21:45:01.941101,13,,16,53,17,100180,1
2021-04-29 22:00:02.144859,13,,16,54,17,100212,0
2021-04-29 22:15:01.354374,14,,16,52,17,100204,0
2021-04-29 22:30:01.614699,13,,14,58,15,100233,1
2021-04-29 22:45:01.831936,13,,15,55,16,100229,0
2021-04-29 23:00:02.031911,13,,15,59,16,100248,0
2021-04-29 23:15:01.246011,12,,14,60,15,100272,0
2021-04-29 23:30:01.496577,12,,15,59,15,100256,1
2021-04-29 23:45:01.700922,12,,14,62,15,100289,0
2021-04-30 00:00:01.899283,12,,14,59,15,100299,0
2021-04-30 00:15:02.102912,13,,15,57,16,100317,1
2021-04-30 00:30:01.357628,13,,15,57,16,100339,0
2021-04-30 00:45:01.552569,13,,13,62,14,100364,0
2021-04-30 01:00:01.756435,13,,13,65,13,100381,0
2021-04-30 01:15:01.954172,13,,13,64,13,100385,0
2021-04-30 01:30:01.212908,13,,13,64,13,100400,1
2021-04-30 01:45:01.420660,12,,12,64,13,100410,0
2021-04-30 02:00:01.628241,12,,13,63,13,100420,0
2021-04-30 02:15:01.832669,12,,12,63,13,100419,0
2021-04-30 02:30:02.088402,12,,13,61,13,100422,0
2021-04-30 02:45:01.294510,12,,12,62,13,100433,1
2021-04-30 03:00:01.493554,12,,13,61,13,100430,0
2021-04-30 03:15:01.710141,12,,13,59,14,100441,0
2021-04-30 03:30:01.985201,12,,12,62,13,100461,1
2021-04-30 03:45:01.175534,12,,12,62,13,100465,0
2021-04-30 04:00:01.378474,12,,11,67,11,100487,1
2021-04-30 04:15:01.581495,12,,12,63,13,100487,0
2021-04-30 04:30:01.842537,12,,12,63,13,100495,0
2021-04-30 04:45:02.038458,12,,12,63,13,100525,0
2021-04-30 05:00:01.245616,12,,12,66,12,100524,0
2021-04-30 05:15:01.450361,12,,12,68,12,100548,0
2021-04-30 05:30:01.719852,12,0,12,69,13,100564,0
2021-04-30 05:45:01.913518,12,6,11,72,12,100575,1
2021-04-30 06:00:02.127425,10,35,12,71,12,100592,1
2021-04-30 06:15:01.332140,10,75,12,70,13,100609,1
2021-04-30 06:30:01.298120,10,126,12,70,13,100616,0
2021-04-30 06:45:01.502611,10,84,12,70,13,100655,0
2021-04-30 07:00:01.711534,9,124,12,72,12,100681,1
2021-04-30 07:15:01.921401,10,107,12,71,13,100684,0
2021-04-30 07:30:01.182097,9,157,12,69,13,100703,0
2021-04-30 07:45:01.381273,9,196,12,70,13,100722,0
2021-04-30 08:00:01.594089,9,297,12,72,12,100741,0
2021-04-30 08:15:01.796019,9,463,12,68,13,100749,1
2021-04-30 08:30:02.048001,8,348,12,67,13,100780,0
2021-04-30 08:45:01.244481,10,154,12,67,13,100799,0
2021-04-30 09:00:01.450164,10,571,12,66,13,100821,0
2021-04-30 09:15:01.652963,9,729,12,65,12,100840,0
2021-04-30 09:30:01.912585,9,629,12,64,13,100873,0
2021-04-30 09:45:02.114939,9,594,11,64,12,100897,0
2021-04-30 10:00:01.300408,10,1275,12,61,13,100913,1
2021-04-30 10:15:01.496710,9,966,12,61,13,100923,1
2021-04-30 10:30:01.760671,7,723,12,63,12,100946,0
2021-04-30 10:45:01.966791,10,647,12,62,13,100965,1
2021-04-30 11:00:02.174172,10,698,10,69,11,100998,0
2021-04-30 11:15:01.378828,9,1361,11,65,12,101008,0
2021-04-30 11:30:01.638964,8,1119,13,61,13,101015,1
2021-04-30 11:45:01.853948,7,1580,14,55,14,101024,0
2021-04-30 12:00:02.067298,10,,15,50,16,101030,0
2021-04-30 12:15:01.270495,11,1097,14,54,14,101037,0
2021-04-30 12:30:01.531251,9,1538,13,55,14,101049,1
2021-04-30 12:45:01.733697,9,1277,15,48,16,101029,1
2021-04-30 13:00:01.940408,12,1477,15,48,15,101023,1
2021-04-30 13:15:02.139446,11,1505,15,48,15,101039,1
2021-04-30 13:30:01.392342,11,1238,16,45,17,101025,1
2021-04-30 13:45:01.605839,13,1227,16,47,16,101070,1
2021-04-30 14:00:01.800366,11,567,14,50,15,101066,0
2021-04-30 14:15:01.993616,9,450,13,59,13,101089,0
2021-04-30 14:30:01.249438,10,774,13,58,14,101088,1
2021-04-30 14:45:01.461811,8,674,13,59,14,101105,0
2021-04-30 15:00:01.653622,11,683,14,57,14,101087,0
2021-04-30 15:15:01.868575,10,782,14,54,15,101084,1
2021-04-30 15:30:02.042266,9,1463,14,54,14,101077,0
2021-04-30 15:45:01.250005,9,1105,17,44,17,101073,1
2021-04-30 16:00:01.465615,9,847,16,47,17,101067,0
2021-04-30 16:15:01.666622,11,891,16,49,17,101061,0
2021-04-30 16:30:01.940657,9,668,16,48,17,101072,1
2021-04-30 16:45:02.142460,10,722,15,53,16,101088,0
2021-04-30 17:00:01.337530,10,1025,16,49,16,101096,1
2021-04-30 17:15:01.543258,8,961,15,49,16,101122,0
2021-04-30 17:30:01.803986,11,569,16,46,17,101118,0
2021-04-30 17:45:02.004190,11,267,14,51,16,101111,1
2021-04-30 18:00:01.211474,10,243,14,52,15,101118,0
2021-04-30 18:15:01.410552,11,262,14,55,15,101132,0
2021-04-30 18:30:01.648105,12,215,12,60,13,101127,1
2021-04-30 18:45:01.861843,11,156,13,60,14,101121,0
2021-04-30 19:00:02.066276,12,132,12,61,13,101121,0
2021-04-30 19:15:01.270960,11,105,12,61,13,101109,1
2021-04-30 19:30:01.532484,9,136,12,63,13,101125,0
2021-04-30 19:45:01.744104,10,60,12,65,12,101154,1
2021-04-30 20:00:01.955890,10,35,12,67,12,101163,0
2021-04-30 20:15:02.169453,12,22,11,67,12,101182,0
2021-04-30 20:30:01.418459,12,6,11,68,12,101173,0
2021-04-30 20:45:01.610818,12,0,11,69,11,101210,0
2021-04-30 21:00:01.814325,12,0,11,71,11,101219,0
2021-04-30 21:15:02.021401,12,,10,73,10,101221,1
2021-04-30 21:30:01.267236,12,,11,71,11,101231,1
2021-04-30 21:45:01.482815,12,,11,69,12,101242,1
2021-04-30 22:00:01.677275,12,,11,69,12,101240,0
2021-04-30 22:15:01.883166,12,,11,69,12,101244,0
2021-04-30 22:30:02.142031,12,,11,69,12,101240,0
2021-04-30 22:45:01.346059,12,,12,69,13,101246,0
2021-04-30 23:00:01.552157,12,,11,68,12,101247,0
2021-04-30 23:15:01.753304,12,,11,68,12,101267,1
2021-04-30 23:30:02.005790,12,,13,63,14,101263,0
2021-04-30 23:45:01.217405,12,,12,65,13,101265,0
2021-05-01 00:00:01.439059,12,,12,63,13,101278,1
2021-05-01 00:15:01.644489,12,,11,68,12,101288,0
2021-05-01 00:30:01.907223,12,,12,64,13,101301,1
2021-05-01 00:45:02.114730,12,,12,64,13,101307,0
2021-05-01 01:00:01.310461,12,,12,66,12,101316,1
2021-05-01 01:15:01.515574,12,,11,69,12,101285,0
2021-05-01 01:30:01.777798,12,,11,68,12,101287,0
2021-05-01 01:45:01.985740,11,,12,67,13,101286,0
2021-05-01 02:00:01.177244,10,,11,68,12,101294,1
2021-05-01 02:15:01.383105,11,,11,70,12,101279,0
2021-05-01 02:30:01.644695,11,,11,72,12,101267,0
2021-05-01 02:45:01.858508,11,,12,67,13,101261,0
2021-05-01 03:00:02.064285,10,,12,64,13,101265,0
2021-05-01 03:15:01.264321,11,,11,70,12,101278,1
2021-05-01 03:30:01.524623,10,,11,69,12,101282,0
2021-05-01 03:45:01.734384,11,,11,68,12,101279,0
2021-05-01 04:00:01.926484,10,,12,68,13,101276,0
2021-05-01 04:15:02.136409,11,,12,68,13,101273,1
2021-05-01 04:30:01.392180,11,,11,69,12,101275,0
2021-05-01 04:45:01.595701,11,,11,69,12,101267,0
2021-05-01 05:00:01.802733,11,0,10,73,11,101244,1
2021-05-01 05:15:02.005353,11,0,11,71,12,101227,0
2021-05-01 05:30:01.258136,10,4,10,72,12,101221,1
2021-05-01 05:45:01.467933,8,26,10,72,11,101210,0
2021-05-01 06:00:01.653265,8,51,12,65,13,101219,0
2021-05-01 06:15:01.856889,8,82,13,65,14,101221,0
2021-05-01 06:30:01.869013,7,178,12,64,13,101223,1
2021-05-01 06:45:02.073739,7,170,11,67,12,101232,0
2021-05-01 07:00:01.309430,9,260,11,70,12,101238,0
2021-05-01 07:15:01.519201,8,425,11,69,12,101255,0
2021-05-01 07:30:01.776145,6,416,12,66,13,101240,0
2021-05-01 07:45:01.991142,8,454,12,68,13,101258,0
2021-05-01 08:00:01.179002,8,321,14,60,15,101260,0
2021-05-01 08:15:01.376558,8,498,15,56,16,101248,0
2021-05-01 08:30:01.635796,9,456,13,62,14,101262,0
2021-05-01 08:45:01.838540,9,755,14,59,16,101261,0
2021-05-01 09:00:02.029437,6,620,14,60,15,101258,1
2021-05-01 09:15:01.232866,10,631,15,55,17,101261,0
2021-05-01 09:30:01.478526,8,697,15,55,16,101254,0
2021-05-01 09:45:01.674088,11,762,16,53,17,101254,0
2021-05-01 10:00:01.877398,10,841,16,52,17,101256,0
2021-05-01 10:15:02.083535,9,1308,14,57,15,101251,0
2021-05-01 10:30:01.329776,9,1619,15,55,16,101247,1
2021-05-01 10:45:01.535416,13,1602,16,50,17,101235,1
2021-05-01 11:00:01.746962,10,1558,16,52,17,101220,1
2021-05-01 11:15:01.956720,11,1463,17,48,18,101210,0
2021-05-12 14:30:01.871143,23,3,22,67,23,100654,0
2021-05-12 14:45:02.079642,22,0,27,45,29,100633,0
2021-05-12 15:00:01.284415,22,2,28,43,30,100633,0
2021-05-12 15:15:01.492883,23,1,28,42,30,100631,0
2021-05-12 15:30:01.755366,23,0,28,42,30,100630,0
2021-05-12 15:45:01.956066,22,0,28,42,30,100642,0
2021-05-12 16:00:02.160944,23,0,28,42,30,100638,0
2021-05-12 16:15:01.364958,22,0,28,42,29,100646,0
2021-05-12 16:30:01.623990,23,0,28,41,30,100647,0
2021-05-12 16:45:01.830619,22,0,28,41,30,100627,0
2021-05-12 17:00:02.045449,22,0,28,41,30,100619,0
2021-05-12 17:15:01.252494,22,0,28,41,30,100613,0
2021-05-12 17:30:01.496750,22,0,28,41,30,100632,0
2021-05-12 17:45:01.701020,22,0,28,41,30,100621,0
2021-05-12 18:00:01.912616,22,0,28,41,30,100614,0
2021-05-12 18:15:02.123935,22,,28,39,30,100618,0
2021-05-12 18:30:01.373332,22,0,28,39,30,100614,0
2021-05-12 18:45:01.578308,22,0,28,39,30,100602,0
2021-05-12 19:00:01.794233,21,21,28,39,30,100665,0
2021-05-12 19:15:01.989765,21,20,28,40,30,100664,0
2021-05-12 19:30:01.252784,21,20,28,39,30,100586,0
2021-05-12 19:45:01.460458,21,19,28,39,30,100488,0
2021-05-12 20:00:01.662058,22,19,28,39,30,100539,0
2021-05-12 20:15:01.872645,22,18,28,39,30,100572,0
2021-05-12 20:30:02.130135,22,18,28,40,30,100581,0
2021-05-12 20:45:01.334498,22,17,29,41,30,100585,0
2021-05-12 21:00:01.540141,22,17,29,41,30,100595,0
2021-05-12 21:15:01.733084,22,18,29,41,30,100606,0
2021-05-12 21:30:01.986857,22,18,29,41,30,100624,0
2021-05-12 21:45:01.186010,22,17,29,41,30,100627,0
2021-05-12 22:00:01.387865,22,16,29,41,30,100638,0
2021-05-12 22:15:01.591810,22,16,29,41,30,100637,1
2021-05-12 22:30:01.841591,22,15,29,41,30,100610,0
2021-05-12 22:45:02.057309,22,16,29,41,30,100589,0
2021-05-12 23:00:01.263353,22,,29,41,30,100572,0
2021-05-12 23:15:01.480151,22,,29,41,30,100576,0
2021-05-12 23:30:01.741323,22,,29,41,30,100557,0
2021-05-12 23:45:01.955497,22,,29,41,30,100552,0
2021-05-13 00:00:02.185399,22,,29,41,30,100530,0
2021-05-13 00:15:01.399224,22,,29,40,30,100547,0
2021-05-13 00:30:01.661022,22,,29,40,30,100536,0
2021-05-13 00:45:01.863367,22,,29,40,30,100525,0
2021-05-13 01:00:02.068399,22,,29,40,30,100522,0
2021-05-13 01:15:01.270475,23,,29,40,30,100509,0
2021-05-13 01:30:01.531229,22,,29,40,30,100542,0
2021-05-13 01:45:01.734245,22,,29,40,30,100563,0
2021-05-13 02:00:01.941450,22,,29,40,30,100552,0
2021-05-13 02:15:02.145103,22,,29,40,30,100529,0
2021-05-13 02:30:01.394271,22,,29,40,30,100502,0
2021-05-13 02:45:01.602132,23,,29,40,30,100492,0
2021-05-13 03:00:01.807650,22,,29,40,30,100475,0
2021-05-13 03:15:01.997155,23,,29,40,30,100451,0
2021-05-13 03:30:01.254182,22,,29,40,30,100434,0
2021-05-13 03:45:01.444910,22,,29,40,30,100417,0
2021-05-13 04:00:01.657195,22,,28,39,30,100396,0
2021-05-13 04:15:01.861289,22,,29,40,30,100375,0
2021-05-13 04:30:02.119857,22,,29,40,30,100358,0
2021-05-13 04:45:01.311324,22,,29,40,30,100355,0
2021-05-13 05:00:01.517391,22,,29,40,30,100352,0
2021-05-13 05:15:01.728209,22,,29,40,30,100354,0
2021-05-13 05:30:01.991044,22,,28,39,30,100350,0
2021-05-13 05:45:01.188422,22,,28,39,30,100336,0
2021-05-13 06:00:01.386741,22,0,28,39,30,100335,0
2021-05-13 06:15:01.591869,22,0,28,39,30,100332,0
2021-05-13 06:30:01.602280,22,0,29,40,30,100324,0
2021-05-13 06:45:01.808835,23,0,28,39,30,100317,0
2021-05-13 07:00:02.023485,22,0,28,39,30,100307,0
2021-05-13 07:15:01.236162,22,0,28,39,30,100300,0
2021-05-13 07:30:01.489577,22,0,28,39,30,100285,0
2021-05-13 07:45:01.683162,22,0,28,39,30,100270,0
2021-05-13 08:00:01.889912,22,0,28,39,30,100264,0
2021-05-13 08:15:02.087958,22,0,28,39,30,100264,0
2021-05-13 08:30:01.334919,22,0,28,39,30,100258,0
2021-05-13 08:45:01.540913,21,22,28,39,30,100253,0
2021-05-13 09:00:01.738309,21,22,28,39,30,100254,0
2021-05-13 09:15:01.953049,21,22,29,40,30,100249,0
2021-05-13 09:30:01.198857,21,21,29,40,30,100243,0
2021-05-13 09:45:01.402690,21,21,29,40,30,100237,0
2021-05-13 10:00:01.603961,21,21,29,40,30,100253,0
2021-05-13 10:15:01.813698,22,20,28,41,30,100244,0
2021-05-13 10:30:02.071895,21,21,28,40,30,100235,0
2021-05-13 10:45:01.271448,21,21,28,41,30,100241,0
2021-05-13 11:00:01.484069,21,20,28,41,30,100260,0
2021-05-13 11:15:01.682733,22,21,29,41,30,100190,0
2021-05-13 11:30:01.943816,22,20,28,41,30,100194,0
2021-05-13 11:45:02.150612,22,21,29,42,30,100196,0
2021-05-20 22:45:01.427293,25,,19,76,20,101402,0
2021-05-20 23:00:01.620782,22,,26,46,28,101365,0
2021-05-20 23:15:01.825733,23,,27,42,29,101341,0
2021-05-20 23:30:02.085697,22,,27,41,29,101321,0
2021-05-20 23:45:01.296258,23,,28,41,30,101311,0
2021-05-21 00:00:01.534693,22,,28,41,30,101285,0
2021-05-21 00:15:01.750834,23,,28,41,29,101267,0
2021-05-21 00:30:02.017072,22,,28,40,29,101253,0
2021-05-21 00:45:01.218204,22,,28,40,29,101241,0
2021-05-21 01:00:01.437135,22,,28,40,29,101208,0
2021-05-21 01:15:01.651170,22,,28,40,29,101192,0
2021-05-21 01:30:01.923110,22,,28,40,29,101178,0
2021-05-21 01:45:02.118218,23,,28,40,29,101145,0
2021-05-21 02:00:01.314220,22,,28,39,29,101128,0
2021-05-21 02:15:01.535436,22,,28,39,29,101112,0
2021-05-21 02:30:01.787050,22,,28,40,29,101091,0
2021-05-21 02:45:01.988518,22,,28,39,29,101068,0
2021-05-21 03:00:01.194274,22,,28,39,29,101047,0
2021-05-21 03:15:01.410649,22,,28,39,29,101020,0
2021-05-21 03:30:01.688691,22,,28,39,29,100990,0
2021-05-21 03:45:01.898765,22,,28,39,29,100961,0
2021-05-21 04:00:02.102820,22,,28,39,29,100948,0
2021-05-21 04:15:01.307080,22,,28,39,29,100926,0
2021-05-21 04:30:01.595857,22,,28,39,29,100903,0
2021-05-21 04:45:01.798305,22,,28,39,29,100881,0
2021-05-21 05:00:02.004999,22,,28,39,29,100862,0
2021-05-21 05:15:01.218495,22,0,28,39,29,100845,0
2021-05-21 05:30:01.468471,22,0,28,39,29,100831,0
2021-05-21 05:45:01.689366,22,0,28,39,29,100811,0
2021-05-21 06:00:01.899263,22,1,28,39,29,100805,0
2021-05-21 06:15:02.105759,22,1,28,38,29,100797,0
2021-05-21 06:30:02.086986,21,26,28,39,29,100777,0
2021-05-21 06:45:01.296856,19,32,27,32,28,100756,1
2021-05-21 07:00:01.498755,19,28,26,33,27,100734,0
2021-05-21 07:15:01.704593,21,25,28,35,29,100715,0
2021-05-21 07:30:01.967879,21,22,28,36,29,100678,0
2021-05-21 07:45:02.173306,22,10,28,37,29,100663,0
2021-05-21 08:00:01.365078,22,6,27,36,29,100641,0
2021-05-21 08:15:01.566267,22,7,28,37,29,100623,0
2021-05-21 08:30:01.841472,22,5,28,37,29,100600,0
2021-05-21 08:45:02.045972,22,12,28,37,29,100567,0
2021-05-21 09:00:01.246689,22,11,28,36,29,100551,0
2021-05-21 09:15:01.448488,22,5,28,36,30,100523,0
2021-05-21 09:30:01.704781,22,10,28,36,30,100507,0
2021-05-21 09:45:01.926497,22,7,28,37,30,100477,0
2021-05-21 10:00:02.118934,22,10,28,36,30,100441,0
2021-05-21 10:15:01.317604,22,10,28,36,30,100409,0
2021-05-21 10:30:01.587801,22,10,28,36,30,100370,0
2021-05-21 10:45:01.799001,22,10,28,37,30,100354,0
2021-05-21 11:00:02.016193,22,9,28,36,30,100331,0
2021-05-21 11:15:01.210947,22,14,28,36,30,100309,0
2021-05-21 11:30:01.465492,22,11,28,36,30,100291,0
2021-05-21 11:45:01.681884,22,12,28,36,30,100285,0
2021-05-21 12:00:01.872120,22,13,28,36,30,100273,0
2021-05-21 12:15:02.094877,22,8,28,36,30,100263,0
2021-05-21 12:30:01.352692,22,9,28,36,30,100248,0
2021-05-21 12:45:01.557022,22,11,28,36,30,100239,0
2021-05-21 13:00:01.764603,22,7,28,36,30,100222,0
2021-05-21 13:15:01.968234,22,14,28,36,30,100207,0
2021-05-21 13:30:01.230569,22,12,28,36,30,100190,0
2021-05-21 13:45:01.440061,22,12,28,36,30,100191,0
2021-05-21 14:00:01.656859,22,5,28,36,30,100178,0
2021-05-21 14:15:01.858617,22,10,28,36,30,100160,0
2021-05-21 14:30:02.114482,22,7,28,36,30,100167,0
2021-05-21 14:45:01.326169,22,10,28,36,30,100139,0
2021-05-21 15:00:01.528884,22,7,28,36,30,100136,0
2021-05-21 15:15:01.735203,22,11,28,36,30,100109,0
2021-05-21 15:30:01.996605,22,8,28,36,30,100103,0
2021-05-21 15:45:01.193648,22,4,28,36,30,100095,0
2021-05-21 16:00:01.408694,22,8,28,36,30,100079,0
2021-05-21 16:15:01.609970,22,1,28,36,30,100083,0
2021-05-21 16:30:01.865247,22,4,28,36,30,100070,0
2021-05-21 16:45:02.070722,22,3,28,36,30,100073,0
2021-05-21 17:00:01.278935,22,1,28,36,30,100058,0
2021-05-21 17:15:01.484387,22,0,28,36,29,100066,1
2021-05-21 17:30:01.746379,22,5,28,36,30,100049,0
2021-05-21 17:45:01.951408,22,2,28,37,30,100049,0
2021-05-21 18:00:02.161539,22,4,28,37,29,100050,0
2021-05-21 18:15:01.365492,22,3,28,37,29,100063,0
2021-05-21 18:30:01.617030,22,1,28,37,29,100071,0
2021-05-21 18:45:01.815861,22,1,28,37,29,100066,0
2021-05-21 19:00:02.020308,22,0,28,38,29,100061,0
2021-05-21 19:15:01.226203,22,0,28,38,29,100066,0
2021-05-21 19:30:01.486838,22,0,28,39,29,100086,0
2021-05-21 19:45:01.697511,22,16,28,40,29,100091,1
2021-05-21 20:00:01.910708,22,18,28,40,29,100107,0
2021-05-21 20:15:02.106803,22,18,28,40,29,100125,0
2021-05-21 20:30:01.360373,22,17,28,39,29,100137,0
2021-05-21 20:45:01.567128,22,17,28,39,29,100140,0
2021-05-21 21:00:01.770060,22,16,28,40,29,100136,0
2021-05-21 21:15:01.977067,22,16,28,39,29,100156,0
2021-05-21 21:30:01.226810,22,16,28,40,29,100153,0
2021-05-21 21:45:01.442699,22,16,28,39,29,100157,0
2021-05-21 22:00:01.658450,22,15,28,39,30,100149,0
2021-05-21 22:15:01.872795,22,16,28,39,30,100150,0
2021-05-21 22:30:02.142831,22,15,28,39,29,100165,0
2021-05-21 22:45:01.357983,22,15,28,40,29,100177,0
2021-05-21 23:00:01.561020,22,15,28,39,29,100161,0
2021-05-21 23:15:01.765787,23,,28,40,29,100169,0
2021-05-21 23:30:02.027434,23,,28,39,29,100154,0
2021-05-21 23:45:01.242443,23,,28,39,29,100139,0
2021-05-22 00:00:01.448301,22,,28,39,29,100149,0
2021-05-22 00:15:01.659616,22,,28,39,29,100158,0
2021-05-22 00:30:01.932326,23,,28,39,29,100144,0
2021-05-22 00:45:02.121766,22,,28,39,29,100120,0
2021-05-22 01:00:01.314804,22,,28,39,29,100140,0
2021-05-22 01:15:01.518338,22,,28,39,29,100163,0
2021-05-22 01:30:01.777821,22,,28,39,29,100179,0
2021-05-22 01:45:01.990190,22,,28,39,29,100196,0
2021-05-22 02:00:01.185452,22,,28,39,29,100171,0
2021-05-22 02:15:01.397027,22,,28,39,29,100159,0
2021-05-22 02:30:01.658977,22,,28,39,29,100121,0
2021-05-22 02:45:01.859945,22,,28,39,29,100098,0
2021-05-22 03:00:02.065633,22,,28,39,29,100095,0
2021-05-22 03:15:01.260879,22,,28,39,29,100090,0
2021-05-22 03:30:01.513930,22,,28,39,29,100091,0
2021-05-22 03:45:01.717528,22,,28,39,29,100093,0
2021-05-22 04:00:01.924799,22,,28,39,29,100087,0
2021-05-22 04:15:02.117720,22,,28,38,29,100089,0
2021-05-22 04:30:01.363329,22,,28,39,29,100092,0
2021-05-22 04:45:01.570778,22,,28,39,29,100102,0
2021-05-22 05:00:01.776057,22,,28,38,29,100116,0
2021-05-22 05:15:01.978468,22,0,28,38,29,100096,0
2021-05-22 05:30:01.228958,22,0,28,38,29,100093,0
2021-05-22 05:45:01.439222,22,0,28,38,29,100109,0
2021-05-22 06:00:01.649665,23,0,28,38,29,100124,0
2021-05-22 06:15:01.858127,22,0,28,39,29,100135,0
2021-05-22 06:30:01.690920,22,0,27,37,29,100138,0
2021-05-22 06:45:01.899172,21,24,28,38,29,100118,0
2021-05-22 07:00:02.106969,22,2,28,38,29,100122,0
2021-05-22 07:15:01.307998,22,1,28,38,29,100116,0
2021-05-22 07:30:01.573446,22,5,28,38,29,100121,0
2021-05-22 07:45:01.778019,22,0,28,38,29,100156,0
2021-05-22 08:00:01.986102,22,0,27,37,29,100151,0
2021-05-22 08:15:01.192423,22,1,27,37,29,100148,0
2021-05-22 08:30:01.445576,22,2,28,38,29,100167,0
2021-05-22 08:45:01.660017,22,2,28,39,29,100175,0
2021-05-22 09:00:01.861305,22,9,28,38,29,100164,0
2021-05-22 09:15:02.066968,22,9,28,39,29,100171,0
2021-05-22 09:30:01.321440,22,8,28,39,29,100172,0
2021-05-22 09:45:01.526803,22,11,28,39,29,100180,0
2021-05-22 10:00:01.729728,22,9,28,39,29,100201,0
2021-05-22 10:15:01.939814,21,17,27,33,28,100194,0
2021-05-22 10:30:01.194423,21,16,27,35,28,100183,0
2021-05-22 10:45:01.400170,21,11,27,32,28,100172,0
2021-05-22 11:00:01.605848,21,14,27,32,28,100166,0
2021-05-22 11:15:01.799039,20,18,26,31,28,100165,0
2021-05-22 11:30:02.059597,20,9,26,29,28,100158,0
2021-05-22 11:45:01.263779,20,15,26,30,28,100142,0
2021-05-22 12:00:01.468843,21,8,27,31,28,100134,0
2021-05-22 12:15:01.684793,21,6,27,32,29,100133,0
2021-05-22 12:30:01.946540,21,9,27,33,29,100134,0
2021-05-22 12:45:02.152902,22,6,27,33,29,100137,0
2021-05-22 13:00:01.358066,22,6,27,33,29,100141,0
2021-05-22 13:15:01.558898,22,4,27,34,29,100144,0
2021-05-22 13:30:01.819442,22,3,28,36,29,100150,0
2021-05-22 13:45:02.027717,21,10,27,30,28,100152,0
2021-05-22 14:00:01.229685,21,5,26,29,28,100178,0
2021-05-22 14:15:01.440457,21,4,26,29,28,100162,0
2021-05-22 14:30:01.706673,21,12,26,29,28,100155,0
2021-05-22 14:45:01.921591,21,5,26,29,28,100161,0
2021-05-22 15:00:02.115477,21,3,27,29,28,100183,0
2021-05-22 15:15:01.319134,21,9,27,30,29,100185,0
2021-05-22 15:30:01.578592,21,3,27,31,29,100172,0
2021-05-22 15:45:01.786161,22,6,27,32,29,100172,0
2021-05-22 16:00:01.995511,22,3,27,32,29,100199,0
2021-05-22 16:15:01.196983,22,2,27,32,29,100207,0
2021-05-22 16:30:01.451824,22,5,27,32,29,100230,0
2021-05-22 16:45:01.657425,22,10,27,32,29,100230,0
2021-05-22 17:00:01.872004,22,7,27,32,29,100234,0
2021-05-22 17:15:02.077460,22,4,27,32,29,100216,0
2021-05-22 17:30:01.335630,22,0,27,33,29,100273,0
